sensitive_attribute,subgroup,target_value,within_subgroup_rate
income_poverty_ratio,2.69,3.0,0.16666666666666666
income_poverty_ratio,2.7,0.0,0.4
income_poverty_ratio,2.7,1.0,0.0
income_poverty_ratio,2.7,2.0,0.6
income_poverty_ratio,2.7,3.0,0.0
income_poverty_ratio,2.71,0.0,0.5
income_poverty_ratio,2.71,1.0,0.0
income_poverty_ratio,2.71,2.0,0.2
income_poverty_ratio,2.71,3.0,0.3
income_poverty_ratio,2.72,0.0,0.35714285714285715
income_poverty_ratio,2.72,1.0,0.0
income_poverty_ratio,2.72,2.0,0.35714285714285715
income_poverty_ratio,2.72,3.0,0.2857142857142857
income_poverty_ratio,2.73,0.0,0.14285714285714285
income_poverty_ratio,2.73,1.0,0.14285714285714285
income_poverty_ratio,2.73,2.0,0.5714285714285714
income_poverty_ratio,2.73,3.0,0.14285714285714285
income_poverty_ratio,2.74,0.0,0.5555555555555556
income_poverty_ratio,2.74,1.0,0.1111111111111111
income_poverty_ratio,2.74,2.0,0.2222222222222222
income_poverty_ratio,2.74,3.0,0.1111111111111111
income_poverty_ratio,2.75,0.0,0.45
income_poverty_ratio,2.75,1.0,0.15
income_poverty_ratio,2.75,2.0,0.25
income_poverty_ratio,2.75,3.0,0.15
income_poverty_ratio,2.76,0.0,0.5555555555555556
income_poverty_ratio,2.76,1.0,0.0
income_poverty_ratio,2.76,2.0,0.2222222222222222
income_poverty_ratio,2.76,3.0,0.2222222222222222
income_poverty_ratio,2.77,0.0,0.3333333333333333
income_poverty_ratio,2.77,1.0,0.05555555555555555
income_poverty_ratio,2.77,2.0,0.5
income_poverty_ratio,2.77,3.0,0.1111111111111111
income_poverty_ratio,2.78,0.0,0.625
income_poverty_ratio,2.78,1.0,0.125
income_poverty_ratio,2.78,2.0,0.25
income_poverty_ratio,2.78,3.0,0.0
income_poverty_ratio,2.79,0.0,0.2
income_poverty_ratio,2.79,1.0,0.13333333333333333
income_poverty_ratio,2.79,2.0,0.3333333333333333
income_poverty_ratio,2.79,3.0,0.3333333333333333
income_poverty_ratio,2.8,0.0,0.25
income_poverty_ratio,2.8,1.0,0.0
income_poverty_ratio,2.8,2.0,0.75
income_poverty_ratio,2.8,3.0,0.0
income_poverty_ratio,2.81,0.0,0.5
income_poverty_ratio,2.81,1.0,0.0
income_poverty_ratio,2.81,2.0,0.5
income_poverty_ratio,2.81,3.0,0.0
income_poverty_ratio,2.82,0.0,0.5769230769230769
income_poverty_ratio,2.82,1.0,0.0
income_poverty_ratio,2.82,2.0,0.3076923076923077
income_poverty_ratio,2.82,3.0,0.11538461538461539
income_poverty_ratio,2.83,0.0,0.6666666666666666
income_poverty_ratio,2.83,1.0,0.0
income_poverty_ratio,2.83,2.0,0.0
income_poverty_ratio,2.83,3.0,0.3333333333333333
income_poverty_ratio,2.84,0.0,0.5
income_poverty_ratio,2.84,1.0,0.0
income_poverty_ratio,2.84,2.0,0.5
income_poverty_ratio,2.84,3.0,0.0
income_poverty_ratio,2.85,0.0,0.3333333333333333
income_poverty_ratio,2.85,1.0,0.0
income_poverty_ratio,2.85,2.0,0.3333333333333333
income_poverty_ratio,2.85,3.0,0.3333333333333333
income_poverty_ratio,2.86,0.0,0.36363636363636365
income_poverty_ratio,2.86,1.0,0.0
income_poverty_ratio,2.86,2.0,0.36363636363636365
income_poverty_ratio,2.86,3.0,0.2727272727272727
income_poverty_ratio,2.87,0.0,0.3333333333333333
income_poverty_ratio,2.87,1.0,0.16666666666666666
income_poverty_ratio,2.87,2.0,0.16666666666666666
income_poverty_ratio,2.87,3.0,0.3333333333333333
income_poverty_ratio,2.88,0.0,0.38461538461538464
income_poverty_ratio,2.88,1.0,0.0
income_poverty_ratio,2.88,2.0,0.46153846153846156
income_poverty_ratio,2.88,3.0,0.15384615384615385
income_poverty_ratio,2.89,0.0,0.375
income_poverty_ratio,2.89,1.0,0.0625
income_poverty_ratio,2.89,2.0,0.5
income_poverty_ratio,2.89,3.0,0.0625
income_poverty_ratio,2.9,0.0,0.5555555555555556
income_poverty_ratio,2.9,1.0,0.1111111111111111
income_poverty_ratio,2.9,2.0,0.2777777777777778
income_poverty_ratio,2.9,3.0,0.05555555555555555
income_poverty_ratio,2.91,0.0,1.0
income_poverty_ratio,2.91,1.0,0.0
income_poverty_ratio,2.91,2.0,0.0
income_poverty_ratio,2.91,3.0,0.0
income_poverty_ratio,2.92,0.0,0.4166666666666667
income_poverty_ratio,2.92,1.0,0.16666666666666666
income_poverty_ratio,2.92,2.0,0.3333333333333333
income_poverty_ratio,2.92,3.0,0.08333333333333333
income_poverty_ratio,2.93,0.0,0.2857142857142857
income_poverty_ratio,2.93,1.0,0.0
income_poverty_ratio,2.93,2.0,0.5714285714285714
income_poverty_ratio,2.93,3.0,0.14285714285714285
income_poverty_ratio,2.94,0.0,0.15384615384615385
income_poverty_ratio,2.94,1.0,0.15384615384615385
income_poverty_ratio,2.94,2.0,0.3076923076923077
income_poverty_ratio,2.94,3.0,0.38461538461538464
income_poverty_ratio,2.95,0.0,0.5
income_poverty_ratio,2.95,1.0,0.0
income_poverty_ratio,2.95,2.0,0.3
income_poverty_ratio,2.95,3.0,0.2
income_poverty_ratio,2.96,0.0,0.5
income_poverty_ratio,2.96,1.0,0.0
income_poverty_ratio,2.96,2.0,0.3333333333333333
income_poverty_ratio,2.96,3.0,0.16666666666666666
income_poverty_ratio,2.97,0.0,0.5
income_poverty_ratio,2.97,1.0,0.0625
income_poverty_ratio,2.97,2.0,0.3125
income_poverty_ratio,2.97,3.0,0.125
income_poverty_ratio,2.98,0.0,0.5
income_poverty_ratio,2.98,1.0,0.0
income_poverty_ratio,2.98,2.0,0.5
income_poverty_ratio,2.98,3.0,0.0
income_poverty_ratio,2.99,0.0,0.4166666666666667
income_poverty_ratio,2.99,1.0,0.0
income_poverty_ratio,2.99,2.0,0.3333333333333333
income_poverty_ratio,2.99,3.0,0.25
income_poverty_ratio,3.0,0.0,0.5
income_poverty_ratio,3.0,1.0,0.0
income_poverty_ratio,3.0,2.0,0.08333333333333333
income_poverty_ratio,3.0,3.0,0.4166666666666667
income_poverty_ratio,3.01,0.0,0.16666666666666666
income_poverty_ratio,3.01,1.0,0.16666666666666666
income_poverty_ratio,3.01,2.0,0.6666666666666666
income_poverty_ratio,3.01,3.0,0.0
income_poverty_ratio,3.02,0.0,0.25
income_poverty_ratio,3.02,1.0,0.0
income_poverty_ratio,3.02,2.0,0.75
income_poverty_ratio,3.02,3.0,0.0
income_poverty_ratio,3.03,0.0,0.4666666666666667
income_poverty_ratio,3.03,1.0,0.06666666666666667
income_poverty_ratio,3.03,2.0,0.26666666666666666
income_poverty_ratio,3.03,3.0,0.2
income_poverty_ratio,3.04,0.0,0.3684210526315789
income_poverty_ratio,3.04,1.0,0.10526315789473684
income_poverty_ratio,3.04,2.0,0.3157894736842105
income_poverty_ratio,3.04,3.0,0.21052631578947367
income_poverty_ratio,3.05,0.0,0.46153846153846156
income_poverty_ratio,3.05,1.0,0.0
income_poverty_ratio,3.05,2.0,0.38461538461538464
income_poverty_ratio,3.05,3.0,0.15384615384615385
income_poverty_ratio,3.06,0.0,0.38461538461538464
income_poverty_ratio,3.06,1.0,0.0
income_poverty_ratio,3.06,2.0,0.6153846153846154
income_poverty_ratio,3.06,3.0,0.0
income_poverty_ratio,3.07,0.0,0.36363636363636365
income_poverty_ratio,3.07,1.0,0.0
income_poverty_ratio,3.07,2.0,0.2727272727272727
income_poverty_ratio,3.07,3.0,0.36363636363636365
income_poverty_ratio,3.08,0.0,0.2631578947368421
income_poverty_ratio,3.08,1.0,0.0
income_poverty_ratio,3.08,2.0,0.5789473684210527
income_poverty_ratio,3.08,3.0,0.15789473684210525
income_poverty_ratio,3.09,0.0,0.3684210526315789
income_poverty_ratio,3.09,1.0,0.0
income_poverty_ratio,3.09,2.0,0.5263157894736842
income_poverty_ratio,3.09,3.0,0.10526315789473684
income_poverty_ratio,3.1,0.0,0.75
income_poverty_ratio,3.1,1.0,0.0
income_poverty_ratio,3.1,2.0,0.0
income_poverty_ratio,3.1,3.0,0.25
income_poverty_ratio,3.11,0.0,0.2
income_poverty_ratio,3.11,1.0,0.2
income_poverty_ratio,3.11,2.0,0.4
income_poverty_ratio,3.11,3.0,0.2
income_poverty_ratio,3.12,0.0,0.5555555555555556
income_poverty_ratio,3.12,1.0,0.0
income_poverty_ratio,3.12,2.0,0.4444444444444444
income_poverty_ratio,3.12,3.0,0.0
income_poverty_ratio,3.13,0.0,0.3076923076923077
income_poverty_ratio,3.13,1.0,0.15384615384615385
income_poverty_ratio,3.13,2.0,0.3076923076923077
income_poverty_ratio,3.13,3.0,0.23076923076923078
income_poverty_ratio,3.14,0.0,0.43478260869565216
income_poverty_ratio,3.14,1.0,0.13043478260869565
income_poverty_ratio,3.14,2.0,0.34782608695652173
income_poverty_ratio,3.14,3.0,0.08695652173913043
income_poverty_ratio,3.15,0.0,0.3333333333333333
income_poverty_ratio,3.15,1.0,0.0
income_poverty_ratio,3.15,2.0,0.0
income_poverty_ratio,3.15,3.0,0.6666666666666666
income_poverty_ratio,3.16,0.0,0.36363636363636365
income_poverty_ratio,3.16,1.0,0.0
income_poverty_ratio,3.16,2.0,0.18181818181818182
income_poverty_ratio,3.16,3.0,0.45454545454545453
income_poverty_ratio,3.17,0.0,0.8
income_poverty_ratio,3.17,1.0,0.0
income_poverty_ratio,3.17,2.0,0.2
income_poverty_ratio,3.17,3.0,0.0
income_poverty_ratio,3.18,0.0,0.5789473684210527
income_poverty_ratio,3.18,1.0,0.0
income_poverty_ratio,3.18,2.0,0.3157894736842105
income_poverty_ratio,3.18,3.0,0.10526315789473684
income_poverty_ratio,3.19,0.0,1.0
income_poverty_ratio,3.19,1.0,0.0
income_poverty_ratio,3.19,2.0,0.0
income_poverty_ratio,3.19,3.0,0.0
income_poverty_ratio,3.2,0.0,0.75
income_poverty_ratio,3.2,1.0,0.0
income_poverty_ratio,3.2,2.0,0.25
income_poverty_ratio,3.2,3.0,0.0
income_poverty_ratio,3.21,0.0,0.5
income_poverty_ratio,3.21,1.0,0.0
income_poverty_ratio,3.21,2.0,0.3333333333333333
income_poverty_ratio,3.21,3.0,0.16666666666666666
income_poverty_ratio,3.22,0.0,0.375
income_poverty_ratio,3.22,1.0,0.08333333333333333
income_poverty_ratio,3.22,2.0,0.375
income_poverty_ratio,3.22,3.0,0.16666666666666666
income_poverty_ratio,3.23,0.0,0.6
income_poverty_ratio,3.23,1.0,0.0
income_poverty_ratio,3.23,2.0,0.4
income_poverty_ratio,3.23,3.0,0.0
income_poverty_ratio,3.24,0.0,0.5
income_poverty_ratio,3.24,1.0,0.0
income_poverty_ratio,3.24,2.0,0.25
income_poverty_ratio,3.24,3.0,0.25
income_poverty_ratio,3.25,0.0,0.36363636363636365
income_poverty_ratio,3.25,1.0,0.09090909090909091
income_poverty_ratio,3.25,2.0,0.36363636363636365
income_poverty_ratio,3.25,3.0,0.18181818181818182
income_poverty_ratio,3.26,0.0,0.3333333333333333
income_poverty_ratio,3.26,1.0,0.0
income_poverty_ratio,3.26,2.0,0.16666666666666666
income_poverty_ratio,3.26,3.0,0.5
income_poverty_ratio,3.27,0.0,0.5
income_poverty_ratio,3.27,1.0,0.0
income_poverty_ratio,3.27,2.0,0.5
income_poverty_ratio,3.27,3.0,0.0
income_poverty_ratio,3.28,0.0,1.0
income_poverty_ratio,3.28,1.0,0.0
income_poverty_ratio,3.28,2.0,0.0
income_poverty_ratio,3.28,3.0,0.0
income_poverty_ratio,3.29,0.0,0.625
income_poverty_ratio,3.29,1.0,0.0
income_poverty_ratio,3.29,2.0,0.25
income_poverty_ratio,3.29,3.0,0.125
income_poverty_ratio,3.3,0.0,0.4166666666666667
income_poverty_ratio,3.3,1.0,0.3333333333333333
income_poverty_ratio,3.3,2.0,0.25
income_poverty_ratio,3.3,3.0,0.0
income_poverty_ratio,3.31,0.0,0.4
income_poverty_ratio,3.31,1.0,0.1
income_poverty_ratio,3.31,2.0,0.3
income_poverty_ratio,3.31,3.0,0.2
income_poverty_ratio,3.32,0.0,0.6
income_poverty_ratio,3.32,1.0,0.2
income_poverty_ratio,3.32,2.0,0.2
income_poverty_ratio,3.32,3.0,0.0
income_poverty_ratio,3.33,0.0,0.23076923076923078
income_poverty_ratio,3.33,1.0,0.07692307692307693
income_poverty_ratio,3.33,2.0,0.5384615384615384
income_poverty_ratio,3.33,3.0,0.15384615384615385
income_poverty_ratio,3.34,0.0,0.2857142857142857
income_poverty_ratio,3.34,1.0,0.14285714285714285
income_poverty_ratio,3.34,2.0,0.42857142857142855
income_poverty_ratio,3.34,3.0,0.14285714285714285
income_poverty_ratio,3.35,0.0,0.42857142857142855
income_poverty_ratio,3.35,1.0,0.0
income_poverty_ratio,3.35,2.0,0.42857142857142855
income_poverty_ratio,3.35,3.0,0.14285714285714285
income_poverty_ratio,3.36,0.0,1.0
income_poverty_ratio,3.36,1.0,0.0
income_poverty_ratio,3.36,2.0,0.0
income_poverty_ratio,3.36,3.0,0.0
income_poverty_ratio,3.37,0.0,0.5294117647058824
income_poverty_ratio,3.37,1.0,0.0
income_poverty_ratio,3.37,2.0,0.4117647058823529
income_poverty_ratio,3.37,3.0,0.058823529411764705
income_poverty_ratio,3.38,0.0,0.0
income_poverty_ratio,3.38,1.0,0.0
income_poverty_ratio,3.38,2.0,0.5
income_poverty_ratio,3.38,3.0,0.5
income_poverty_ratio,3.39,0.0,0.3333333333333333
income_poverty_ratio,3.39,1.0,0.1111111111111111
income_poverty_ratio,3.39,2.0,0.3333333333333333
income_poverty_ratio,3.39,3.0,0.2222222222222222
income_poverty_ratio,3.4,0.0,0.46875
income_poverty_ratio,3.4,1.0,0.09375
income_poverty_ratio,3.4,2.0,0.375
income_poverty_ratio,3.4,3.0,0.0625
income_poverty_ratio,3.41,0.0,0.5
income_poverty_ratio,3.41,1.0,0.0
income_poverty_ratio,3.41,2.0,0.5
income_poverty_ratio,3.41,3.0,0.0
income_poverty_ratio,3.42,0.0,0.3333333333333333
income_poverty_ratio,3.42,1.0,0.0
income_poverty_ratio,3.42,2.0,0.3333333333333333
income_poverty_ratio,3.42,3.0,0.3333333333333333
income_poverty_ratio,3.43,0.0,0.375
income_poverty_ratio,3.43,1.0,0.0
income_poverty_ratio,3.43,2.0,0.4375
income_poverty_ratio,3.43,3.0,0.1875
income_poverty_ratio,3.44,0.0,0.6666666666666666
income_poverty_ratio,3.44,1.0,0.16666666666666666
income_poverty_ratio,3.44,2.0,0.0
income_poverty_ratio,3.44,3.0,0.16666666666666666
income_poverty_ratio,3.45,0.0,0.7777777777777778
income_poverty_ratio,3.45,1.0,0.1111111111111111
income_poverty_ratio,3.45,2.0,0.1111111111111111
income_poverty_ratio,3.45,3.0,0.0
income_poverty_ratio,3.46,0.0,0.2
income_poverty_ratio,3.46,1.0,0.1
income_poverty_ratio,3.46,2.0,0.4
income_poverty_ratio,3.46,3.0,0.3
income_poverty_ratio,3.47,0.0,0.25
income_poverty_ratio,3.47,1.0,0.08333333333333333
income_poverty_ratio,3.47,2.0,0.4166666666666667
income_poverty_ratio,3.47,3.0,0.25
income_poverty_ratio,3.48,0.0,0.4642857142857143
income_poverty_ratio,3.48,1.0,0.03571428571428571
income_poverty_ratio,3.48,2.0,0.39285714285714285
income_poverty_ratio,3.48,3.0,0.10714285714285714
income_poverty_ratio,3.49,0.0,0.5
income_poverty_ratio,3.49,1.0,0.0
income_poverty_ratio,3.49,2.0,0.375
income_poverty_ratio,3.49,3.0,0.125
income_poverty_ratio,3.5,0.0,0.6666666666666666
income_poverty_ratio,3.5,1.0,0.0
income_poverty_ratio,3.5,2.0,0.3333333333333333
income_poverty_ratio,3.5,3.0,0.0
income_poverty_ratio,3.51,0.0,0.3333333333333333
income_poverty_ratio,3.51,1.0,0.0
income_poverty_ratio,3.51,2.0,0.3333333333333333
income_poverty_ratio,3.51,3.0,0.3333333333333333
income_poverty_ratio,3.52,0.0,0.25
income_poverty_ratio,3.52,1.0,0.25
income_poverty_ratio,3.52,2.0,0.25
income_poverty_ratio,3.52,3.0,0.25
income_poverty_ratio,3.53,0.0,0.3333333333333333
income_poverty_ratio,3.53,1.0,0.0
income_poverty_ratio,3.53,2.0,0.6666666666666666
income_poverty_ratio,3.53,3.0,0.0
income_poverty_ratio,3.54,0.0,0.1875
income_poverty_ratio,3.54,1.0,0.0625
income_poverty_ratio,3.54,2.0,0.5625
income_poverty_ratio,3.54,3.0,0.1875
income_poverty_ratio,3.55,0.0,0.4
income_poverty_ratio,3.55,1.0,0.2
income_poverty_ratio,3.55,2.0,0.0
income_poverty_ratio,3.55,3.0,0.4
income_poverty_ratio,3.56,0.0,0.3333333333333333
income_poverty_ratio,3.56,1.0,0.0
income_poverty_ratio,3.56,2.0,0.6666666666666666
income_poverty_ratio,3.56,3.0,0.0
income_poverty_ratio,3.57,0.0,0.25
income_poverty_ratio,3.57,1.0,0.125
income_poverty_ratio,3.57,2.0,0.375
income_poverty_ratio,3.57,3.0,0.25
income_poverty_ratio,3.58,0.0,0.4117647058823529
income_poverty_ratio,3.58,1.0,0.058823529411764705
income_poverty_ratio,3.58,2.0,0.4117647058823529
income_poverty_ratio,3.58,3.0,0.11764705882352941
income_poverty_ratio,3.59,0.0,0.0
income_poverty_ratio,3.59,1.0,0.0
income_poverty_ratio,3.59,2.0,0.0
income_poverty_ratio,3.59,3.0,1.0
income_poverty_ratio,3.6,0.0,0.5
income_poverty_ratio,3.6,1.0,0.0
income_poverty_ratio,3.6,2.0,0.0
income_poverty_ratio,3.6,3.0,0.5
income_poverty_ratio,3.61,0.0,0.375
income_poverty_ratio,3.61,1.0,0.125
income_poverty_ratio,3.61,2.0,0.5
income_poverty_ratio,3.61,3.0,0.0
income_poverty_ratio,3.62,0.0,0.5
income_poverty_ratio,3.62,1.0,0.0
income_poverty_ratio,3.62,2.0,0.0
income_poverty_ratio,3.62,3.0,0.5
income_poverty_ratio,3.63,0.0,0.75
income_poverty_ratio,3.63,1.0,0.0
income_poverty_ratio,3.63,2.0,0.25
income_poverty_ratio,3.63,3.0,0.0
income_poverty_ratio,3.64,0.0,0.6
income_poverty_ratio,3.64,1.0,0.1
income_poverty_ratio,3.64,2.0,0.1
income_poverty_ratio,3.64,3.0,0.2
income_poverty_ratio,3.65,0.0,0.6
income_poverty_ratio,3.65,1.0,0.3
income_poverty_ratio,3.65,2.0,0.1
income_poverty_ratio,3.65,3.0,0.0
income_poverty_ratio,3.67,0.0,0.9230769230769231
income_poverty_ratio,3.67,1.0,0.0
income_poverty_ratio,3.67,2.0,0.07692307692307693
income_poverty_ratio,3.67,3.0,0.0
income_poverty_ratio,3.68,0.0,0.4
income_poverty_ratio,3.68,1.0,0.2
income_poverty_ratio,3.68,2.0,0.2
income_poverty_ratio,3.68,3.0,0.2
income_poverty_ratio,3.69,0.0,0.6111111111111112
income_poverty_ratio,3.69,1.0,0.0
income_poverty_ratio,3.69,2.0,0.3333333333333333
income_poverty_ratio,3.69,3.0,0.05555555555555555
income_poverty_ratio,3.7,0.0,0.375
income_poverty_ratio,3.7,1.0,0.125
income_poverty_ratio,3.7,2.0,0.375
income_poverty_ratio,3.7,3.0,0.125
income_poverty_ratio,3.71,0.0,0.3333333333333333
income_poverty_ratio,3.71,1.0,0.0
income_poverty_ratio,3.71,2.0,0.0
income_poverty_ratio,3.71,3.0,0.6666666666666666
income_poverty_ratio,3.72,0.0,0.25
income_poverty_ratio,3.72,1.0,0.25
income_poverty_ratio,3.72,2.0,0.0
income_poverty_ratio,3.72,3.0,0.5
income_poverty_ratio,3.73,0.0,0.6666666666666666
income_poverty_ratio,3.73,1.0,0.16666666666666666
income_poverty_ratio,3.73,2.0,0.0
income_poverty_ratio,3.73,3.0,0.16666666666666666
income_poverty_ratio,3.74,0.0,0.8333333333333334
income_poverty_ratio,3.74,1.0,0.0
income_poverty_ratio,3.74,2.0,0.16666666666666666
income_poverty_ratio,3.74,3.0,0.0
income_poverty_ratio,3.75,0.0,0.4
income_poverty_ratio,3.75,1.0,0.0
income_poverty_ratio,3.75,2.0,0.4
income_poverty_ratio,3.75,3.0,0.2
income_poverty_ratio,3.76,0.0,0.3333333333333333
income_poverty_ratio,3.76,1.0,0.0
income_poverty_ratio,3.76,2.0,0.3333333333333333
income_poverty_ratio,3.76,3.0,0.3333333333333333
income_poverty_ratio,3.77,0.0,0.3333333333333333
income_poverty_ratio,3.77,1.0,0.0
income_poverty_ratio,3.77,2.0,0.3333333333333333
income_poverty_ratio,3.77,3.0,0.3333333333333333
income_poverty_ratio,3.78,0.0,0.25
income_poverty_ratio,3.78,1.0,0.0
income_poverty_ratio,3.78,2.0,0.0
income_poverty_ratio,3.78,3.0,0.75
income_poverty_ratio,3.79,0.0,0.5
income_poverty_ratio,3.79,1.0,0.0
income_poverty_ratio,3.79,2.0,0.5
income_poverty_ratio,3.79,3.0,0.0
income_poverty_ratio,3.8,0.0,0.5
income_poverty_ratio,3.8,1.0,0.0
income_poverty_ratio,3.8,2.0,0.0
income_poverty_ratio,3.8,3.0,0.5
income_poverty_ratio,3.81,0.0,0.5416666666666666
income_poverty_ratio,3.81,1.0,0.0
income_poverty_ratio,3.81,2.0,0.375
income_poverty_ratio,3.81,3.0,0.08333333333333333
income_poverty_ratio,3.82,0.0,0.375
income_poverty_ratio,3.82,1.0,0.0
income_poverty_ratio,3.82,2.0,0.5
income_poverty_ratio,3.82,3.0,0.125
income_poverty_ratio,3.83,0.0,0.2857142857142857
income_poverty_ratio,3.83,1.0,0.0
income_poverty_ratio,3.83,2.0,0.7142857142857143
income_poverty_ratio,3.83,3.0,0.0
income_poverty_ratio,3.84,0.0,0.5
income_poverty_ratio,3.84,1.0,0.0
income_poverty_ratio,3.84,2.0,0.5
income_poverty_ratio,3.84,3.0,0.0
income_poverty_ratio,3.85,0.0,0.25
income_poverty_ratio,3.85,1.0,0.0
income_poverty_ratio,3.85,2.0,0.5
income_poverty_ratio,3.85,3.0,0.25
income_poverty_ratio,3.86,0.0,0.625
income_poverty_ratio,3.86,1.0,0.0
income_poverty_ratio,3.86,2.0,0.25
income_poverty_ratio,3.86,3.0,0.125
income_poverty_ratio,3.87,0.0,0.46153846153846156
income_poverty_ratio,3.87,1.0,0.0
income_poverty_ratio,3.87,2.0,0.38461538461538464
income_poverty_ratio,3.87,3.0,0.15384615384615385
income_poverty_ratio,3.88,0.0,1.0
income_poverty_ratio,3.88,1.0,0.0
income_poverty_ratio,3.88,2.0,0.0
income_poverty_ratio,3.88,3.0,0.0
income_poverty_ratio,3.89,0.0,1.0
income_poverty_ratio,3.89,1.0,0.0
income_poverty_ratio,3.89,2.0,0.0
income_poverty_ratio,3.89,3.0,0.0
income_poverty_ratio,3.9,0.0,0.2
income_poverty_ratio,3.9,1.0,0.0
income_poverty_ratio,3.9,2.0,0.4
income_poverty_ratio,3.9,3.0,0.4
income_poverty_ratio,3.91,0.0,0.6666666666666666
income_poverty_ratio,3.91,1.0,0.0
income_poverty_ratio,3.91,2.0,0.0
income_poverty_ratio,3.91,3.0,0.3333333333333333
income_poverty_ratio,3.92,0.0,0.25
income_poverty_ratio,3.92,1.0,0.08333333333333333
income_poverty_ratio,3.92,2.0,0.5
income_poverty_ratio,3.92,3.0,0.16666666666666666
income_poverty_ratio,3.93,0.0,0.5555555555555556
income_poverty_ratio,3.93,1.0,0.0
income_poverty_ratio,3.93,2.0,0.3333333333333333
income_poverty_ratio,3.93,3.0,0.1111111111111111
income_poverty_ratio,3.94,0.0,0.5
income_poverty_ratio,3.94,1.0,0.0
income_poverty_ratio,3.94,2.0,0.25
income_poverty_ratio,3.94,3.0,0.25
income_poverty_ratio,3.95,0.0,0.42857142857142855
income_poverty_ratio,3.95,1.0,0.14285714285714285
income_poverty_ratio,3.95,2.0,0.0
income_poverty_ratio,3.95,3.0,0.42857142857142855
income_poverty_ratio,3.96,0.0,1.0
income_poverty_ratio,3.96,1.0,0.0
income_poverty_ratio,3.96,2.0,0.0
income_poverty_ratio,3.96,3.0,0.0
income_poverty_ratio,3.97,0.0,0.64
income_poverty_ratio,3.97,1.0,0.08
income_poverty_ratio,3.97,2.0,0.24
income_poverty_ratio,3.97,3.0,0.04
income_poverty_ratio,3.98,0.0,0.42857142857142855
income_poverty_ratio,3.98,1.0,0.0
income_poverty_ratio,3.98,2.0,0.42857142857142855
income_poverty_ratio,3.98,3.0,0.14285714285714285
income_poverty_ratio,3.99,0.0,0.5
income_poverty_ratio,3.99,1.0,0.0
income_poverty_ratio,3.99,2.0,0.0
income_poverty_ratio,3.99,3.0,0.5
income_poverty_ratio,4.0,0.0,0.5
income_poverty_ratio,4.0,1.0,0.125
income_poverty_ratio,4.0,2.0,0.25
income_poverty_ratio,4.0,3.0,0.125
income_poverty_ratio,4.01,0.0,0.6666666666666666
income_poverty_ratio,4.01,1.0,0.3333333333333333
income_poverty_ratio,4.01,2.0,0.0
income_poverty_ratio,4.01,3.0,0.0
income_poverty_ratio,4.02,0.0,0.0
income_poverty_ratio,4.02,1.0,0.0
income_poverty_ratio,4.02,2.0,1.0
income_poverty_ratio,4.02,3.0,0.0
income_poverty_ratio,4.03,0.0,0.42857142857142855
income_poverty_ratio,4.03,1.0,0.14285714285714285
income_poverty_ratio,4.03,2.0,0.42857142857142855
income_poverty_ratio,4.03,3.0,0.0
income_poverty_ratio,4.04,0.0,0.45454545454545453
income_poverty_ratio,4.04,1.0,0.0
income_poverty_ratio,4.04,2.0,0.2727272727272727
income_poverty_ratio,4.04,3.0,0.2727272727272727
income_poverty_ratio,4.05,0.0,0.0
income_poverty_ratio,4.05,1.0,0.0
income_poverty_ratio,4.05,2.0,0.75
income_poverty_ratio,4.05,3.0,0.25
income_poverty_ratio,4.06,0.0,0.5
income_poverty_ratio,4.06,1.0,0.0625
income_poverty_ratio,4.06,2.0,0.25
income_poverty_ratio,4.06,3.0,0.1875
income_poverty_ratio,4.07,0.0,0.21428571428571427
income_poverty_ratio,4.07,1.0,0.07142857142857142
income_poverty_ratio,4.07,2.0,0.42857142857142855
income_poverty_ratio,4.07,3.0,0.2857142857142857
income_poverty_ratio,4.08,0.0,0.42857142857142855
income_poverty_ratio,4.08,1.0,0.0
income_poverty_ratio,4.08,2.0,0.47619047619047616
income_poverty_ratio,4.08,3.0,0.09523809523809523
income_poverty_ratio,4.1,0.0,0.0
income_poverty_ratio,4.1,1.0,0.25
income_poverty_ratio,4.1,2.0,0.75
income_poverty_ratio,4.1,3.0,0.0
income_poverty_ratio,4.11,0.0,0.75
income_poverty_ratio,4.11,1.0,0.0
income_poverty_ratio,4.11,2.0,0.0
income_poverty_ratio,4.11,3.0,0.25
income_poverty_ratio,4.12,0.0,0.6428571428571429
income_poverty_ratio,4.12,1.0,0.0
income_poverty_ratio,4.12,2.0,0.35714285714285715
income_poverty_ratio,4.12,3.0,0.0
income_poverty_ratio,4.13,0.0,0.5
income_poverty_ratio,4.13,1.0,0.05
income_poverty_ratio,4.13,2.0,0.4
income_poverty_ratio,4.13,3.0,0.05
income_poverty_ratio,4.15,0.0,0.5714285714285714
income_poverty_ratio,4.15,1.0,0.0
income_poverty_ratio,4.15,2.0,0.14285714285714285
income_poverty_ratio,4.15,3.0,0.2857142857142857
income_poverty_ratio,4.16,0.0,0.5
income_poverty_ratio,4.16,1.0,0.125
income_poverty_ratio,4.16,2.0,0.25
income_poverty_ratio,4.16,3.0,0.125
income_poverty_ratio,4.17,0.0,1.0
income_poverty_ratio,4.17,1.0,0.0
income_poverty_ratio,4.17,2.0,0.0
income_poverty_ratio,4.17,3.0,0.0
income_poverty_ratio,4.18,0.0,1.0
income_poverty_ratio,4.18,1.0,0.0
income_poverty_ratio,4.18,2.0,0.0
